OFFCHIP_PLATINUM_78kHz_IN-PHASE,OFFCHIP_GOLD_78kHz_IN-PHASE,OFFCHIP_PLATINUM_200Hz_IN-PHASE,OFFCHIP_PLATINUM_200Hz_QUADRATURE,OFFCHIP_GOLD_200Hz_IN-PHASE,OFFCHIP_GOLD_200Hz_QUADRATURE,OFFCHIP_SILVER_200Hz_IN-PHASE,OFFCHIP_SILVER_200Hz_QUADRATURE,OFFCHIP_NICKEL_200Hz_IN-PHASE,OFFCHIP_NICKEL_200Hz_QUADRATURE,CLASS
2.584914961402319,-0.423708821506807,-18.610592250754053,-10.954247243564623,-7.136385196946776,4.825755204816915,-3.2707044709841284,-25.476389783932063,-5.899281222430545,-8.392934417399601,SODIUM_HYPOCHLORITE
-8.415085038597681,-1.423708821506807,-17.610592250754053,-8.954247243564623,-9.136385196946776,2.8257552048169146,3.7292955290158716,-32.47638978393206,-3.8992812224305453,-12.392934417399601,SODIUM_HYPOCHLORITE
-3.415085038597681,-1.423708821506807,-15.610592250754053,-9.954247243564623,-17.136385196946776,0.8257552048169146,13.729295529015872,-20.476389783932063,-2.8992812224305453,-10.392934417399601,SODIUM_HYPOCHLORITE
-3.415085038597681,1.576291178493193,-19.610592250754053,-12.954247243564623,-13.136385196946776,0.8257552048169146,10.729295529015872,-18.476389783932063,2.1007187775694547,-10.392934417399601,SODIUM_HYPOCHLORITE
3.584914961402319,5.576291178493193,-8.610592250754053,-10.954247243564623,-6.136385196946776,-8.174244795183085,6.729295529015872,-33.47638978393206,5.100718777569455,-6.392934417399601,SODIUM_HYPOCHLORITE
23.58491496140232,14.576291178493193,-10.610592250754053,-14.954247243564623,-27.136385196946776,-5.174244795183085,109.72929552901587,-32.47638978393206,15.100718777569455,-11.392934417399601,SODIUM_HYPOCHLORITE
51.58491496140232,26.576291178493193,33.38940774924595,-15.954247243564623,-23.136385196946776,-16.174244795183085,226.72929552901587,-47.47638978393206,32.100718777569455,-10.392934417399601,SODIUM_HYPOCHLORITE
80.58491496140232,37.57629117849319,33.38940774924595,-20.954247243564623,-24.136385196946776,-26.174244795183085,341.7292955290159,-49.47638978393206,40.100718777569455,-11.392934417399601,SODIUM_HYPOCHLORITE
132.58491496140232,61.57629117849319,43.38940774924595,-28.954247243564623,-31.136385196946776,-37.174244795183085,492.7292955290159,-58.47638978393206,49.100718777569455,-18.3929344173996,SODIUM_HYPOCHLORITE
210.58491496140232,96.5762911784932,81.38940774924595,-34.95424724356462,-19.136385196946776,-49.174244795183085,725.7292955290159,-64.47638978393206,73.10071877756945,-21.3929344173996,SODIUM_HYPOCHLORITE
297.5849149614023,132.5762911784932,120.38940774924595,-40.95424724356462,-0.13638519694677598,-61.174244795183085,921.7292955290159,-66.47638978393206,74.10071877756945,-32.3929344173996,SODIUM_HYPOCHLORITE
366.5849149614023,148.5762911784932,142.38940774924595,-43.95424724356462,13.863614803053224,-66.17424479518309,1021.7292955290159,-72.47638978393206,68.10071877756945,-39.3929344173996,SODIUM_HYPOCHLORITE
421.5849149614023,164.5762911784932,167.38940774924595,-46.95424724356462,17.863614803053224,-73.17424479518309,1093.7292955290159,-83.47638978393206,62.100718777569455,-51.3929344173996,SODIUM_HYPOCHLORITE
449.5849149614023,179.5762911784932,169.38940774924595,-54.95424724356462,22.863614803053224,-75.17424479518309,1196.7292955290159,-97.47638978393206,60.100718777569455,-59.3929344173996,SODIUM_HYPOCHLORITE
506.5849149614023,191.5762911784932,186.38940774924595,-61.95424724356462,27.863614803053224,-81.17424479518309,1296.7292955290159,-97.47638978393206,49.100718777569455,-68.3929344173996,SODIUM_HYPOCHLORITE
543.5849149614023,205.5762911784932,196.38940774924595,-67.95424724356462,35.863614803053224,-84.17424479518309,1334.7292955290159,-129.47638978393206,44.100718777569455,-79.3929344173996,SODIUM_HYPOCHLORITE
574.5849149614023,213.5762911784932,198.38940774924595,-77.95424724356462,36.863614803053224,-88.17424479518309,1364.7292955290159,-143.47638978393206,33.100718777569455,-85.3929344173996,SODIUM_HYPOCHLORITE
607.5849149614023,220.5762911784932,231.38940774924595,-76.95424724356462,37.863614803053224,-89.17424479518309,1432.7292955290159,-143.47638978393206,30.100718777569455,-93.3929344173996,SODIUM_HYPOCHLORITE
643.5849149614023,233.5762911784932,234.38940774924595,-82.95424724356462,43.863614803053224,-91.17424479518309,1541.7292955290159,-153.47638978393206,21.100718777569455,-101.3929344173996,SODIUM_HYPOCHLORITE
683.5849149614023,246.5762911784932,244.38940774924595,-94.95424724356462,42.863614803053224,-95.17424479518309,1613.7292955290159,-158.47638978393206,11.100718777569455,-107.3929344173996,SODIUM_HYPOCHLORITE
710.5849149614023,253.5762911784932,250.38940774924595,-101.95424724356462,45.863614803053224,-99.17424479518309,1623.7292955290159,-189.47638978393206,-1.8992812224305453,-119.3929344173996,SODIUM_HYPOCHLORITE
728.5849149614023,262.5762911784932,269.38940774924595,-100.95424724356462,47.863614803053224,-100.17424479518309,1669.7292955290159,-205.47638978393206,-9.899281222430545,-129.3929344173996,SODIUM_HYPOCHLORITE
751.5849149614023,267.5762911784932,265.38940774924595,-106.95424724356462,43.863614803053224,-97.17424479518309,1770.7292955290159,-209.47638978393206,-7.899281222430545,-133.3929344173996,SODIUM_HYPOCHLORITE
782.5849149614023,278.5762911784932,287.38940774924595,-111.95424724356462,45.863614803053224,-101.17424479518309,1816.7292955290159,-226.47638978393206,-12.899281222430545,-141.3929344173996,SODIUM_HYPOCHLORITE
803.5849149614023,283.5762911784932,284.38940774924595,-113.95424724356462,47.863614803053224,-101.17424479518309,1862.7292955290159,-235.47638978393206,-29.899281222430545,-146.3929344173996,SODIUM_HYPOCHLORITE
825.5849149614023,288.5762911784932,290.38940774924595,-125.95424724356462,46.863614803053224,-100.17424479518309,1860.7292955290159,-260.47638978393206,-26.899281222430545,-162.3929344173996,SODIUM_HYPOCHLORITE
843.5849149614023,296.5762911784932,284.38940774924595,-129.95424724356462,43.863614803053224,-103.17424479518309,1898.7292955290159,-280.47638978393206,-37.899281222430545,-160.3929344173996,SODIUM_HYPOCHLORITE
869.5849149614023,304.5762911784932,297.38940774924595,-133.95424724356462,44.863614803053224,-101.17424479518309,1941.7292955290159,-283.47638978393206,-42.899281222430545,-175.3929344173996,SODIUM_HYPOCHLORITE
898.5849149614023,314.5762911784932,320.38940774924595,-139.95424724356462,51.863614803053224,-105.17424479518309,1979.7292955290159,-304.47638978393206,-42.899281222430545,-173.3929344173996,SODIUM_HYPOCHLORITE
935.5849149614023,327.5762911784932,329.38940774924595,-144.95424724356462,45.863614803053224,-109.17424479518309,2112.729295529016,-315.47638978393206,-29.899281222430545,-181.3929344173996,SODIUM_HYPOCHLORITE
981.5849149614023,348.5762911784932,334.38940774924595,-159.95424724356462,50.863614803053224,-114.17424479518309,2179.729295529016,-345.47638978393206,-34.899281222430545,-199.3929344173996,SODIUM_HYPOCHLORITE
1044.5849149614023,369.5762911784932,360.38940774924595,-168.95424724356462,56.863614803053224,-115.17424479518309,2236.729295529016,-366.47638978393206,-35.899281222430545,-209.3929344173996,SODIUM_HYPOCHLORITE
1098.5849149614023,391.5762911784932,391.38940774924595,-177.95424724356462,62.863614803053224,-119.17424479518309,2328.729295529016,-366.47638978393206,-40.899281222430545,-216.3929344173996,SODIUM_HYPOCHLORITE
1140.5849149614023,403.5762911784932,396.38940774924595,-185.95424724356462,63.863614803053224,-119.17424479518309,2363.729295529016,-372.47638978393206,-44.899281222430545,-223.3929344173996,SODIUM_HYPOCHLORITE
1164.5849149614023,405.5762911784932,391.38940774924595,-194.95424724356462,64.86361480305322,-125.17424479518309,2372.729295529016,-377.47638978393206,-58.899281222430545,-229.3929344173996,SODIUM_HYPOCHLORITE
1206.5849149614023,422.5762911784932,411.38940774924595,-196.95424724356462,63.863614803053224,-127.17424479518309,2436.729295529016,-398.47638978393206,-45.899281222430545,-242.3929344173996,SODIUM_HYPOCHLORITE
1256.5849149614023,442.5762911784932,413.38940774924595,-206.95424724356462,74.86361480305322,-125.17424479518309,2495.729295529016,-407.47638978393206,-48.899281222430545,-250.3929344173996,SODIUM_HYPOCHLORITE
1306.5849149614023,458.5762911784932,480.38940774924595,-206.95424724356462,70.86361480305322,-132.17424479518309,2578.729295529016,-412.47638978393206,-48.899281222430545,-254.3929344173996,SODIUM_HYPOCHLORITE
1363.5849149614023,477.5762911784932,463.38940774924595,-224.95424724356462,78.86361480305322,-133.17424479518309,2618.729295529016,-424.47638978393206,-51.899281222430545,-264.3929344173996,SODIUM_HYPOCHLORITE
1400.5849149614023,492.5762911784932,471.38940774924595,-234.95424724356462,77.86361480305322,-140.17424479518309,2620.729295529016,-450.47638978393206,-57.899281222430545,-276.3929344173996,SODIUM_HYPOCHLORITE
1450.5849149614023,512.5762911784932,477.38940774924595,-249.95424724356462,82.86361480305322,-139.17424479518309,2668.729295529016,-454.47638978393206,-57.899281222430545,-282.3929344173996,SODIUM_HYPOCHLORITE
1502.5849149614023,528.5762911784932,500.38940774924595,-253.95424724356462,84.86361480305322,-143.17424479518309,2719.729295529016,-465.47638978393206,-51.899281222430545,-291.3929344173996,SODIUM_HYPOCHLORITE
1549.5849149614023,543.5762911784932,509.38940774924595,-262.9542472435646,82.86361480305322,-147.17424479518309,2748.729295529016,-459.47638978393206,-60.899281222430545,-299.3929344173996,SODIUM_HYPOCHLORITE
1585.5849149614023,551.5762911784932,528.389407749246,-268.9542472435646,96.86361480305322,-150.17424479518309,2784.729295529016,-467.47638978393206,-62.899281222430545,-299.3929344173996,SODIUM_HYPOCHLORITE
1645.5849149614023,571.5762911784932,538.389407749246,-285.9542472435646,92.86361480305322,-147.17424479518309,2843.729295529016,-473.47638978393206,-60.899281222430545,-316.3929344173996,SODIUM_HYPOCHLORITE
1699.5849149614023,594.5762911784932,605.389407749246,-282.9542472435646,99.86361480305322,-153.17424479518309,2893.729295529016,-503.47638978393206,-51.899281222430545,-330.3929344173996,SODIUM_HYPOCHLORITE
1769.5849149614023,618.5762911784932,598.389407749246,-302.9542472435646,110.86361480305322,-160.17424479518309,2871.729295529016,-524.4763897839321,-56.899281222430545,-339.3929344173996,SODIUM_HYPOCHLORITE
1819.5849149614023,638.5762911784932,605.389407749246,-310.9542472435646,107.86361480305322,-162.17424479518309,2901.729295529016,-527.4763897839321,-58.899281222430545,-352.3929344173996,SODIUM_HYPOCHLORITE
1873.5849149614023,660.5762911784932,636.389407749246,-323.9542472435646,115.86361480305322,-168.17424479518309,2947.729295529016,-529.4763897839321,-49.899281222430545,-356.3929344173996,SODIUM_HYPOCHLORITE
1945.5849149614023,682.5762911784932,658.389407749246,-334.9542472435646,124.86361480305322,-172.17424479518309,2930.729295529016,-537.4763897839321,-58.899281222430545,-370.3929344173996,SODIUM_HYPOCHLORITE
2015.5849149614023,704.5762911784932,713.389407749246,-333.9542472435646,127.86361480305322,-175.17424479518309,2986.729295529016,-513.4763897839321,-55.899281222430545,-374.3929344173996,SODIUM_HYPOCHLORITE
2056.5849149614023,714.5762911784932,684.389407749246,-349.9542472435646,131.86361480305322,-175.17424479518309,2961.729295529016,-506.47638978393206,-65.89928122243055,-375.3929344173996,SODIUM_HYPOCHLORITE
2085.5849149614023,722.5762911784932,697.389407749246,-360.9542472435646,130.86361480305322,-177.17424479518309,3024.729295529016,-506.47638978393206,-65.89928122243055,-381.3929344173996,SODIUM_HYPOCHLORITE
2126.5849149614023,733.5762911784932,712.389407749246,-369.9542472435646,130.86361480305322,-181.17424479518309,3005.729295529016,-519.4763897839321,-72.89928122243055,-395.3929344173996,SODIUM_HYPOCHLORITE
2179.5849149614023,753.5762911784932,773.389407749246,-363.9542472435646,133.86361480305322,-183.17424479518309,2994.729295529016,-512.4763897839321,-70.89928122243055,-403.3929344173996,SODIUM_HYPOCHLORITE
2219.5849149614023,768.5762911784932,753.389407749246,-376.9542472435646,140.86361480305322,-184.17424479518309,3000.729295529016,-507.47638978393206,-78.89928122243055,-411.3929344173996,SODIUM_HYPOCHLORITE
2268.5849149614023,782.5762911784932,757.389407749246,-388.9542472435646,142.86361480305322,-188.17424479518309,3020.729295529016,-504.47638978393206,-72.89928122243055,-419.3929344173996,SODIUM_HYPOCHLORITE
2310.5849149614023,800.5762911784932,771.389407749246,-402.9542472435646,146.86361480305322,-192.17424479518309,3046.729295529016,-499.47638978393206,-72.89928122243055,-428.3929344173996,SODIUM_HYPOCHLORITE
2348.5849149614023,811.5762911784932,790.389407749246,-412.9542472435646,148.86361480305322,-191.17424479518309,3051.729295529016,-484.47638978393206,-75.89928122243055,-431.3929344173996,SODIUM_HYPOCHLORITE
2401.5849149614023,833.5762911784932,802.389407749246,-420.9542472435646,154.86361480305322,-194.17424479518309,3065.729295529016,-486.47638978393206,-78.89928122243055,-433.3929344173996,SODIUM_HYPOCHLORITE
2454.5849149614023,844.5762911784932,828.389407749246,-430.9542472435646,157.86361480305322,-198.17424479518309,3037.729295529016,-498.47638978393206,-82.89928122243055,-439.3929344173996,SODIUM_HYPOCHLORITE
2485.5849149614023,858.5762911784932,811.389407749246,-449.9542472435646,157.86361480305322,-200.17424479518309,3067.729295529016,-477.47638978393206,-90.89928122243055,-449.3929344173996,SODIUM_HYPOCHLORITE
2534.5849149614023,873.5762911784932,835.389407749246,-451.9542472435646,162.86361480305322,-203.17424479518309,3100.729295529016,-472.47638978393206,-85.89928122243055,-454.3929344173996,SODIUM_HYPOCHLORITE
